content	person
关小刀火线解盘：拉齐奥值得力捧桑坦德持续低迷新浪体育讯　1、巡游者VS维拉推荐：31维拉前边的比赛平局过多，因此虽然迄今不败，但成绩却不太理想；巡游者迄今已有两场胜利，可惜主场不但没有积分，甚至连进球都没有取得过，这个多少令QPR的球迷多少有些失望。由于两队联赛的轨迹久未交集，近年只在联赛杯中有过两次交锋，各有一场胜利。平均赔率2.303.203.01实际上是暗挺巡游者，主流公司的赔率调整中，多家公司的主胜赔率在周中之后均有明显下调。在客队保持不败的情况下，巡游者能够让出平半高水，还是可以看高一线。2、科隆VS霍芬海姆推荐：30本季科隆的表现总是出人意料，仅有的两次胜利均来自客场，而且还都是打入对手4球的大胜，但主场却一胜难求，3场联赛进球也只有两粒，看起来防守反击才是科隆安身立命的看家法宝；近两场打入7球的霍芬海姆同样进球如麻，而且主客场的表现更加均衡。两队在德甲中共有6次交锋，霍芬海姆在前三次连胜之后，最近三次遇到科隆均没有占到便宜。由于科隆的表现欠缺稳定，所以平均赔率2.843.312.31仍然是看好客场作战的霍芬海姆，两队近期力火都比较猛，本场打出大比分的可能性较大。3、不来梅VS赫塔推荐：31柏林赫塔的上一个客场把卫冕冠军多特拉下马，不过挑战不来梅却没有往绩优势，近4次做客都输掉了比赛。本季不来梅的开局相当不错，似乎在完成球员的新陈代谢之后，沙夫教练将率领不来梅步又一个黄金时期，目前不来梅的成绩、状态和数据都相当出色，因此主场迎战赫塔亦可看高。只是目前的平均赔率1.813.484.04给得有些蛊惑，即使赫塔前3个客场1胜2平保持不败，但毕竟是一支刚刚回到德甲的升班马，而且在夏季转会中并没有大肆买人提升实力，因此排名第2的不来梅仅仅让出半球低水，盘赔均不太合理，本场冷门不得不防。4、锡耶纳VS莱切推荐：32002年以来在甲乙两级和杯赛的交锋中，锡耶纳对莱切1胜6平4负处于完全下风。新季开打之后，两队的成绩都不出意料排名下游，上个客场莱切战胜博洛尼亚表现得较为出色，但主场输给亚特兰大显示这支球队的表现还不足以信任。平均赔率1.953.163.84却是对迄今不胜的锡耶纳更为看好，周中联赛结束之后，多数主流公司放均明显降低了主胜赔率，多家公司均将主胜从2.05以上降到2.00以下，亚洲初盘半球中水，锡耶纳值得一博。5、亚特兰大VS诺瓦拉推荐：31两支升班马均表现不错，亚特兰大3轮拿7分排名前列，诺瓦拉则上轮力克国米拿到意甲首胜——当然，战胜国米有对手将帅不和的因素，诺瓦拉的胜利也直接导致加斯佩里尼最终下课。两队上季在意乙有过两次交锋，亚特兰大1平1负处于下风。两队虽然目前的积分是亚特兰大领先，但实际上由于夏季转会中都没有引入能够明显提升球队的球星，因此两队实力应当还是在同一档次，亚特兰大的成绩有很大偶然性，平均赔率1.783.264.55对亚特兰大更为看好，亚洲初盘多开到半一超高水，主队也并非稳操胜券。6、卡利亚里VS乌迪内推荐：31三轮过后，两队分别有6分和7分入账，表现相当出色。2000年以来两队在意甲共交锋16次，乌迪内9胜3平4负占据明显的上风，其中近5次相遇从未被卡利亚里击败过。平均赔率2.463.112.78与上季乌迪内前来挑战相比，客胜赔率有比较明显的提升，这也说明在经历过夏季转会的运筹之后，乌迪内的实力还是有所下降到的，主流公司中BWIN和Centrebet等在周中之后有压低主胜的调整趋势，本场可以谨慎看好主队不败。7、卡塔尼亚VS尤文推荐：10对博洛尼亚的比赛中武西尼奇功过各半，尤文也因此结束了连胜势头，不过对于上赛季连欧战资格都没捞到的尤文来说，现在的开局表现的确能够明显提升球队的自信。《都灵体育报》预测尤文的阵容将会做出一些调整，埃里亚取代停赛的武西尼奇，马特里作为单箭头，尤文可能会摆出一个4141的阵形，这应当也是为下轮迎战AC米兰(微博)作战术准备。平均赔率3.833.161.96很正路地看好尤文客让半球中水，双选尤文客场不败比较稳妥。8、帕尔马VS罗马推荐：30关于罗马的焦点在于，如果罗马继续不胜，恩里克会不会步加斯佩里尼的后尘？除了因伤缺阵的斯特克伦博格，罗马其他主力均能出场，恩里克如何选择阵容因此也更加引人注目。两队的交锋中罗马占据绝对优势，2001年以来在联赛和杯赛中对帕尔马15胜3平2负，其中客场也是连续6次交锋保持不败。帕尔马是目前意甲失球最多的球队之一，面对罗马的前锋防线告破的可能性较大，不过随着乔温科的复出，帕尔马坐镇主场也有进球机会。由于恩里克指挥罗马在本赛季的正式比赛中还未胜过，平均赔率2.883.082.39因此对客队的信心也不是很强，本场两队打出大比分的可能性较大，看好两队分胜负。9、拉齐奥VS巴勒莫推荐：3一度以请辞来激将的雷贾终于率领拉齐奥获得赛季首胜，预计本场将延续上轮的首发阵容；巴勒莫在力克卡利亚里之后取得主场两连胜，不过第一个客场输给亚特兰大的表现还是相对弱了一些。两队历史交锋中势均力敌，各胜6场之外只有3场平局。尽管积分上巴勒莫尚处领先地位，但平均赔率1.813.314.27还是认为夏天走了多名核心之后，巴勒莫还将遇到更多的考验，亚洲初盘半球低水，可以考虑拉齐奥主胜做胆。10、莱万特VS西班牙人推荐：31两队交锋中莱万特1胜3平4负处于明显下风，不过本季莱万特的表现令人刮目相看，上周末爆冷战胜皇马(微博)之后，莱万特士气上扬，再接再厉客场又拿下瓦列卡诺，目前竟然排名前列；西班牙人仍然保持着主场出色的特点，目前的6分全部来自主场，客场却先后输给马洛卡和萨拉戈萨，遭到两连败。平均赔率2.073.223.43正路看好成绩出人意料的莱万特，主流公司的主胜赔率多数是从2.30以上下调到2.00－2.05之间，亚洲初盘给到平半低水，可以小敲主队不败。11、格兰纳达VS奥萨苏纳推荐：10格兰纳达上一个主场战胜维拉利尔取得首胜，从实力上来看，这支1976年降级之后首次重返西甲的球队无疑是本季降级的大热门，而且阵中缺少拥有丰富西甲经验的球员，这对于格兰纳达的保级相当不利；从比赛过程和数据上来看，格兰纳达战胜维拉利尔有很大的偶然性，其他3场联赛一球未进还是很说明问题的。平均赔率2.223.173.13略为倾向主场作战的格兰纳达，不过从主流公司的赔率体系来看，本场客胜的几率似乎更高一些。12、希洪VS桑坦德推荐：32001年以来两队在甲乙两级交锋中，希洪1胜2平5负处于完全下风，唯一的胜利是上季西甲倒数第2轮，希洪在战胜桑坦德之后才算是彻底保级成功。本季两队的开局都不好，希洪4连败积分垫底，桑坦德也是迄今不胜，排名倒数第4。平均赔率2.053.223.49仍然是略为倾向主场作战的希洪，主流公司的主胜基本分布在2.00－2.05区间，亚洲初盘给主队半球高水，本场上盘值得一博。13、萨拉戈萨VS马拉加推荐：30马拉加取得三连胜，3场比赛的得失球为6:0，智利工程师执教的功夫逐渐显露出来，除了佩莱格里尼之外，还有谁能在短期之内将众多新人捏合成为一支防守如此出色的球队！萨拉戈萨的主帅阿吉雷(JavierAguirre)亦是业内名帅，曾执教奥萨苏纳、马竞以及墨西哥国家队。平均赔率3.193.302.14及其调整还是看好客场作战的马拉加，不过近两场比赛萨拉戈萨的进攻打得很猛，马拉加并无必胜把握。14、雷恩VS圣埃蒂安推荐：3两队近期交锋中，雷恩在法甲和杯赛中5胜2平优势明显。本赛季的开局阶段，雷恩也表现得十分出色，目前是排名积分榜的第2位，而且是法甲进球最多的球队。值得注意的是，雷恩迄今的17粒入球是由9名球员打入的，这说明雷恩的进攻并未完全依赖进攻核心蒙塔诺(VictorMontano，哥伦比亚前锋)，球队的进攻点多，得分手法多样，令对手不太好防。圣埃蒂安开局两连胜之后突然陷入低迷，近5轮法甲只拿到2分，过多的伤病显然对球队的影响较大。平均赔率1.783.284.47与往季比较变化不大，主场作战的雷恩胜望颇浓。临场推荐和任九实战请关注关小刀(微博)的博客(关小刀)	关小刀,阿吉雷,埃里亚,沙夫,加斯佩里尼,乔温科,雷贾,马特里,斯特克伦博格,恩里克,蒙塔诺,武西尼奇
嘉丽士漆立体式渠道3+3粘性营销模式效果突出随着渠道与消费趋势的变化，涂料市场已发生深刻的变化，嘉丽士把握涂料市场脉搏，积极调整营销策略，在渠道上开疆拓土，大力发展工程、家具渠道取得了可观的成就。据悉，8月17日，嘉丽士漆西区销售部酒泉嘉丽士已成功在工程渠道打开了突破口，取得了酒泉职业技术学院五栋教学楼全部内外墙漆的大单以及中标鸿源小区全部外墙漆。此外，嘉峪关市图书馆内墙漆也全部采用嘉丽士漆；嘉丽士氟碳漆走进云南省昭通市唯一一家五星级酒店——江山大酒店。同时，西区销售部还积极介入当地家具厂。目前，山西太原嘉丽士正在筹备太原嘉丽士专业家具漆旗舰店，抢占当地家具漆市场……种种迹象表明，嘉丽士正在开拓工程、家具渠道，发展势头看好。今年的涂料市场比较冷淡，市场需求也在大幅度萎缩，这是大多数涂料人的感受。然而，实质上并非如此。萎缩的可能是在某个或者某些渠道，而萎缩掉的这部分份额正转向了工程、家具等渠道。整体而言，市场仍旧在那里，只是渠道与消费趋势变化很大。有着较强市场洞察力与敏感性的企业凭借自身的实力，迅速转型肯定会大有“钱途”。嘉丽士漆捕捉到市场形势的变化。在嘉丽士2011年第二季度年中培训会议上，嘉丽士张文辉总经理提出紫光大道3+3粘性营销之赢利倍增模式，明确指出嘉丽士以后的重点将逐步向立体化渠道发展倾斜，将把工程渠道与家具渠道的发展作为嘉丽士拓展渠道的途径，大战拳脚。此前嘉丽士就展现了它拓展渠道的能力。8月2日，嘉丽士漆成功中标山西省中医附属医院内墙装修工程。7月30日，嘉丽士成功中标山西壶关县城乡改造工程，壶关县改造街道建筑将全部采用嘉丽士外墙漆。7月29日，山东济宁市“鸟巢”体育馆决定采用嘉丽士内墙乳胶漆……日前，嘉丽士漆工程漆渠道正续写辉煌，创造立体渠道增长点。在此期间，嘉丽士家具漆也毫不逊色，凭借着与诸多世界化工巨头如罗门哈斯、拜耳、巴斯夫、杜邦等建立了良好的原料和技术合作关系，进口环保树脂等原辅助材料、技术研发力强、全自动生产工艺等七大产品技术优势以及七大支持政策：产品政策支持、人员支持、服务标准、特价体制、贴补利息、硬件支持、培训支持，与云鹤木门、联发家具、安居衍凯家具装饰、宝想家具、伯利恒家具有限公司、昌福实木、昌盛家具、长虹家具、长虹家具厂、大力华家具有限公司、大张庄家具、德克家具公司达成了战略合作伙伴。	张文辉
摩根大通将苹果第四季营收调高至187亿美元新浪科技讯北京时间10月7日晚间消息，据国外媒体报道，摩根大通分析师马克·莫斯科维茨(MarkMoskowitz)周四将苹果2010财年第四季度营收预期从181.3亿美元提高至187.1亿美元，并继续维持400美元的目标股价。莫斯科维茨预计，在截至9月30日的第四季度，苹果毛利率将达到39.5%，高于此前预期的39.2%，且有望于下个季度达到40%。而2011财年营收总额将达到815.3亿美元，高于此前预期的788.4亿美元，该数据并不包括Verizon版iPhone营收。当前有消息称，苹果最早将于2011年推出Verizon版iPhone。莫斯科维茨称，如果消息属实，那么Verizon版iPhone最多可使苹果每股摊薄收益提高2美元。莫斯科维茨认为，尽管许多厂商推出了自己的平板电脑，但苹果iPad的竞争力仍强于iPhone。摩根大通预计，苹果第四季度iPad销量将达到470万部，高于BernsteinResearch分析师科林·麦克格拉汉姆(ColinMcGranahan)预计的450万部。摩根大通称，平板电脑将在很大程度上蚕食上网本销量，但不会影响苹果Mac计算机销量。相反，莫斯科维茨还称，iPad有助于推动Mac销量。(李明)	科林·麦克格拉汉姆,马克·莫斯科维茨,李明
谢安琪自曝是张敬轩舅母与陈奕迅不合影(组图)新浪娱乐讯11月20日，刘德华、陈奕迅、容祖儿、张敬轩、谢安琪等歌手携手献上了一场“爱心同乐日音乐会”，为慈善募款。当晚，张敬轩和谢安琪一起献唱了一首代表亲情的歌曲，谢安琪更是透露自己是轩仔的舅母，两人合唱非常合适。原来谢安琪的老公张继聪是张敬轩的表舅父，两人关系匪浅。而与谢安琪传绯闻的陈奕迅当晚也有献唱，不过当晚没有同台，也没有一起合影。TUNGSTAR/文并视频	刘德华,陈奕迅,谢安琪,张敬轩,张继聪,容祖儿
2011杭博会三星重磅出击众新品齐亮相2011年10月28日，第十四届中国国际照相器材与数码影像博览会（又称“杭博会”），于浙江省杭州市世贸国际展览中心拉开帷幕。此次展会上，被媒体誉为“日系厂商外的另一极影像势力”的三星，打出“双”先锋阵容：　　在三星NX200、MV800的领军下，倍受专业用户追捧的三星NX系列NX11、NX100；旅行爱好者专属的WB长焦系列WB750、WB700、WB210；都市时尚一族最爱的分享型SH100和双屏自拍型ST700、PL170、PL120；以及家用便携摄像机Q10、F70、H300等等，多款各具特色的数码新品一一华彩登场，以“专业”、“智能”、“创新”的独有特色给观展人群留下了极为深刻的印象。	
52寸惊爆7999康佳LC52DT08DC大中狂促康佳LC52DT08DC液晶电视采用最新的“无痕注塑”工艺，实现了彩电产品外壳向高光泽、耐刮痕、免喷涂的跨越。整机外壳采用添加了等离子防静电颗粒的航天高硬度材质，以“镶嵌式前置安装工艺”实现当前1.5英寸的业界最窄边框。康佳LC52DT08DC液晶电视采用了物理分辨率为1920×1080的S-IPS硬屏，应用了运动屏稳MEMC技术，可以依据前后帧图像的相关性以及画面场景内容，选取关联点进行动态点对点像素预估，进而合成一幅亮度、对比度和连续性更为精确的智能画面并进行插帧还原，有效解决运动画面拖尾、抖动等问题。另外，康佳LC52DT08DC还支持RM/RMVB解码功能，支持占有网络电影90%的RM/RMVB、MPEG1/2/4、AVI等视频格式，非常实用。康佳LC52DT08DC液晶电视接口数量多达15路，囊括当前应用最为广泛的文件格式。而且为了应对接口软件的快速升级，08系列还首次植入升级通道，消费者可以随时对接口进行升级。编辑点评：LC52DT08DC隶属于康佳i-sports08珍藏版系列，是康佳顶级奥运珍藏版产品，并且承诺全系列采用S-IPS液晶面板，此面板在动态画面显示以及可视角度、抗划伤等方面优于传统液晶屏幕。另外，康佳LC52DT08DC在外观设计、功能搭配上也非常不错，感兴趣的朋友可以去卖场亲身体验一下这款产品。康佳LC52DT08DC　　[参考价格]7999元[推荐商家]北京大中电器中塔店	
江苏吴江2010上半年自考毕业办理须知一、符合毕业条件的考生：所报考专业的全部课程(包括实践考核与毕业论文)均已取得合格成绩的考生)。于5月25日——31日登陆省教育考试院自考报名网站(网址：zxks.jseea.cn)，或从苏州自考网站(www.szzxks.net)首页上点击“网上报名系统”进入，在首页上输入考生的准考证号(有多个准考证的考生，请输入需毕业专业的准考证号)、身份证号、校验码登陆系统(如登陆不上，请及时与市考办联系，电话：63411294)，在毕业申报管理模块里进行毕业登记申请(网上无照片的考生，无法进行毕业申请提交，请于5月25日—28日到考办拍照后再申请提交，拍照不收费)，考生必须如实填写有关信息(如果网上姓名或身份证号与实际有误，务必在现场审核时与审核人员说明情况并提交公安部门相关户籍证明)。二、网上提交申请后于5月25日——31日到吴江市考办(滨中路32号)送审毕业材料，个别考生错过这个时间，请于6月1日到考办补办毕业手续，逾期将延至下一次毕业(需准备材料如下)：1、身份证原件与复印件一份，如身份证与准考证上号码不一致或姓名不一致，应到户口所在地派出所出具证明说明原因，证明原件交给市考办。2、准考证，凡是考本专业课程使用过的准考证(如有本省外市的，在其它专业考过本专业课程的)均应全部交齐。3、两张2寸蓝底彩照(标准证件照)，一张交给考办用于扫描到毕业证书上，另一张考生自己贴在打印好的毕业生登记表上。4、有外省转入的成绩：2008年11月以前从外省转入的考生应提交转考材料，仅凭外省通过的单科合格证书及准考证、介绍信不能办理毕业。2008年11月后从外省转入的考生，上网(zxks.jseea.cn)在“外省转入成绩查询”里，输入身份证号查询是否已转至江苏省，并凭网上查询到的成绩(打印一份)申请办理毕业。5、有实践考核要求专业的考生要持有实践考核成绩单(包括毕业论文、毕业设计等)。6、办理过免考手续的考生应提交课程免考审批表或审批过的全国计算机等级考试、全国英语等级考试等证书复印件。7、本科资格审批表(仅指办理本科毕业的考生)。8、教育实习鉴定表(仅指师范类专业毕业的考生)。三、经过现场初审符合毕业的考生交审核费50元(含10元毕业生纪念册费用)。拿到毕业生登记表后考生要认真核对表上的各项内容，确认无误后在右下角签名(信息有误应立即让工作人员进行更正)。经签字确认后的登记表不能更改，因错造成的后果由考生个人负责。毕业生登记表上，自我鉴定一栏由考生个人填写，思想品德鉴定一栏，在职人员由所在单位负责，非在职人员由街道办事处或乡(镇)人民政府负责填写，并加盖单位公章，然后于5月31日5点前交回本考务办(延迟交表影响毕业后果自负)。四、领取毕业证书时间：2010年7月上旬上吴江招考信息网查询领证时间。★从2009年5月起，省教育考试院将取消单科合格证书，故考生办理毕业不再强调需要单科合格证书。	
玲珑卡片相机佳能IXUS115唐山1400元【河北省唐山数码相机行情】佳能IXUS115数码相机外形小巧仅有93.1×55.9×19.9mm，非常轻薄，可以塞进裤兜中，携带很方便。性能方面该机全新采用了CMOS图像传感器和DIGIC4图像处理器，让这款小卡片机的画质更加出色。并且全面提升的高清视频拍摄能力，也是这款小DC的一大亮点。目前该相机在商家，唐山思远电子的报价为1400元（水货），近期有购置相机的朋友不妨去看看,或电话联系商家。在整体外观设计上，佳能IXUS115HS与上代产品IXUS105没有太大的区别，机身材质依然是全金属，表面经过磨砂处理，质感很不错。该机外形尺寸为93.1×55.9×19.9mm，非常轻薄，可以塞进牛仔裤的屁兜中，携带很方便。另外，佳能IXUS115HS还拥有5种不同的机身色彩。与上代机型佳能IXUS105相比，佳能IXUS115HS最大的进步在于搭载了新的HSSYSTEM（高感光度传感器+DIGIC处理器），在高感控噪方面比同类机型有更大的优势。该机采用了一枚1/2.3英寸高感光度CMOS传感器，有效像素约1210万，达到了目前DC的主流水平。在镜头方面，佳能IXUS115HS沿用IXUS105的那枚4倍光变镜头，参数没有任何变化。该镜头最大光圈为F2.8，等效焦段为28-112mm，覆盖广角至中长焦段，虽然没有太大的亮点，但依然能满足大多数拍摄需求。另外，这枚镜头还配备了佳能IS光学防抖功能，在快门速度较低时能够有效提高出片率。	
CPI重磅出炉农产品多数回落15日早盘国内商品走势较为分化，其中，农产品多数回落，唯棉花及白糖翻红，基金属及能源化工整体维持震荡偏多走势。CPI数据低于市场预期，紧缩政策预期下降，预计短期市场将延续震荡整理走势。国家统计局15日公布，1月份CPI同比上涨4.9%。环比上涨1.0%。1月份PPI同比上涨6.6%；环比上涨0.9%。对此，海通期货研究所所长郭洪钧表示，CPI数据出乎市场预料，低于市场预期，紧缩政策预期下降，利好股市。对于大宗商品走势的影响短期呈中性，长期来看属利好。不过，国家信息中心15日在一份报告中表示，作为抗击通货膨胀及遏制资产泡沫政策组合的一部分，中国央行年内很可能继续加息和上调存款准备金率。国家信息中心表示，为把好流动性总闸门，调整存款准备金率是中国央行的首选工具，并称，未来存款准备金率最高可能上调至23%左右。目前国内存款准备金率为19%。国家信息中心还称，未来央行继续加息势在必行，因为加息可以有效抑制资产价格泡沫。国家信息中心还表示，预计2011年人民币将继续逐步升值。2月15日在安徽粮食批发交易市场及其联网市场举行国家临时存储食用油竞价交易会，本次计划销售菜籽油99626吨，实际成交92759吨，成交率93.11%，成交均价9688元/吨。本次拍卖，成交率再次放大，成交均价也有较大升幅，上次1月18日菜油拍卖成交率89%，均价为9365元/吨。随着前期油脂市场期现价格的走高，菜油拍卖底价对市场具有吸引力较大。自2010年10月份至今，国家累计投放7批临储菜籽油，共计划销售89.4万吨，实际成交77.2万吨，成交量86.4%，有效增加市场油脂供应量。今日菜油拍卖成交良好，对期货盘面菜油价格形成支撑，走势强于豆油、棕榈油。大连玉米期货早盘维持高位整理，主力1109合约以2464元/吨开盘，收盘价2,459元/吨，下跌5元/吨。受隔夜国际玉米价格回落拖累，连玉米早盘维持整理。不过国内旱情忧虑及需求旺盛持续支撑价格，但高位抛压将加重，预计连玉米震荡料将加剧。豆油期货早盘震荡小跌，主力1109合约开盘10,792元/吨，收盘10,818元/吨，下跌22元/吨。隔夜美豆类期货出现高位调整行情，外盘对国内油脂市场提振作用削弱。不过，国内价格也低于进口成本价格抑制了国内油脂下跌空间。虽然市场上涨趋势仍未发生变化，但短期回调风险仍存。棕榈油期货早盘呈高位震荡。1109主力合约以10,088元/吨开盘，收盘10,118元/吨，下跌28元/吨。马来西亚棕榈油及美豆类期货均出现高位调整行情，外盘提振作用削弱。但在港口货源集中、进口成本与盘面价格倒挂严重影响下，期价较为抗跌。走势来看，目前上升形态保持完好，但由于缺乏新的推涨动力，多空资金在当前价位抗衡，存在一定的回调风险，但预计幅度不大。作者：科创信息王云汉	郭洪钧
艾诺2010年度大促销V8000HDR热卖199泡泡网MP3频道12月30日岁末将至，热闹非凡，也是购置数码产品的最佳时机。高清第一品牌艾诺（AinoL）在高清领域持续领先周年之际，为答谢广大新老用户朋友的支持与厚爱，特举行“高清第一艾诺周年答谢——降价惊喜三重奏千万豪礼再给力”大型优惠活动。据悉，在优惠活动期间，年度力作V8000HDR普及版腾空出场，为了让消费者能够更轻松地体验高清、感受高清，V8000HDR普及版除了具备4.3英寸屏、768P高清、色差分享、10MB/S高速传输、PMU智能管理、艾诺高品质工艺之外，还以199/4GB促销价推出，瞬间引爆市场，广受消费者欢迎。目前，作为艾诺年度回馈，该款新品V8000HDR已在全国各地上市。秉承经典简约外观秉承V8000HD系列经典外观，V8000HDR采用时尚大气的简约外形，圆滑机身外观设计贴近现代前沿美学标准，表明磨砂质感触感超凡，还搭载4.3英寸屏幕，魅力非凡。珍珠白、幻影黑、风尚粉三色选择，时刻满足潮流男女的个性需求。顶部采用由阿尔卑斯生产的按键，配搭贴近手指的曲线贴合，让操作手感倍感舒适。卓越性能768P解码依托768P高清解决方案——索智F15为内核，V8000HDR以768P为起点，并向下兼容，能流畅播放320×240、352×240、480×272、720×480、1024×768、1280×720（720P）等分辨率的视频格式，实现对主流视频格式的通杀。V8000HDR全面支持高清视频编码：H.264(BP/MP/HP）、MPEG-2(MP)、MPEG-4(SP/ASP)/XviD(SP/AP)、VC-1(SP/MP/AP)、WMV9(SP/MP/AP)，以及普通视频编码：MPEG-1、H.263、DivX(3.11/4/5/6)、M-JPEG(B)。V8000HDR还以更卓越的能力，完美兼容TS、AVI、MP4、MPG、MKV、DAT、VOB、WMV、ASF、PMP、MOV、M2V、QT、M2A等各种主流封装格式。色差分量家庭影院出于贴心考虑，V8000HDR兼容模拟输出技术中最高级别的色差分量输出，保持了色度信道的最大带宽，只需要经过反矩阵译码电路就可以还原为RGB三原色信号而成像，最大限度地缩短了视频源到显示器成像之间的视频信号信道，避免了因繁琐的传输过程所带来的影像失真，从而能够轻松实现720线以上高解析度、高清效果，可实现480×272、720×480、1024×768、1280×720（720P）等高清分辨率输出。10MB/S超高速传输高清视频拥有高清的画质，也伴随着超大的容量，少则1、2GB，多则4、5GB甚至更大。V8000HDR新品将拥有10MB/S以上的写入速度，15MB/S以上读出速度，2至3倍于对手，让用户无论传输音乐文件还是大容量高清视频文件都能轻松自如。PMU智能管理环保低碳高清视频解码的复杂程度以及数控屏幕的加入，直接导致MP4续航时间缩短和发热量大的问题，V8000HDR采用先进的电源管理能力，根据不同功能、不同运算要求，自适应调节主频与功耗，全系统功耗监控，同比市场上FULLHD旧品降低25%以上的电量功耗，让V8000HDR拥有出色性能的同时也能保持超长续航。完美音乐聆听天籁V8000HDR全面兼容MP3、WMA、WAV、AAC、OGG以及FLAC、APE无损音频格式，支持歌曲目录分类、媒体库分类、LRC歌词显示、复读功能、IDTAG信息显示、8种EQ音效模式、动态频谱显示等功能。除此之外还搭配最强的耳机推力，信噪比95dB以上，输出功率达到32毫瓦，保证了音乐杰出的还原基础，配搭优质耳机聆听效果更佳。全新普及版V8000HDR，除搭载4.3英寸屏幕以外，还支持768P高清解码、色差输出、10MB/S超高速传输、PMU电源管理性能，如此强大的高清性能加上艾诺品质也只需199。欲想了解更多相关信息，请咨询当地经销商或登陆艾诺官方淘宝。2010，更高清！更艾诺！■	
苍穹在线曝光《魔神传》仅设三职业【新浪游戏专稿，转载请注明出处】导读：成都苍穹在线正式宣布，近期将推出2.5D战争网游《魔神传》，该游戏预计将于今年暑期封测。新浪游戏独家点评：创新理念在网游开发时一直在强调，却未看到有实质进展。《魔神传》此次提出“微创新”口号，在职业设定、技能释放以及客户端大小等方面做出不同于主流游戏的细微调整。这些设置是否符合玩家一贯的操作习惯和体验，能否满足玩家的游戏需求，还有待观察。新浪游戏讯6月1日消息，四川数字出版传媒旗下网游公司苍穹在线6月1日宣布，近期将推出2.5D战争网游《魔神传》。游戏以微创新为理念，推出无冷却无读条和限定三个强战职业的玩法，游戏预计将于暑期封测。据透露，苍穹在线此次推出的《魔神传》，以3D引擎打造2.5D游戏画面，称在保证画面质量的同时更易于玩家上手操作。游戏强调PK战斗玩法，所有技能瞬间释放，无冷却无读条，药品瞬间回复无延时。游戏届时将推出阵营对抗、PK大赛、帮会战场以及国战的玩法，突出战斗体验。据官方介绍，《魔神传》注重“微创新”的制作理念，除了技能瞬间释放等设置，游戏在职业设置时也不同于传统的多职业设定方式。《魔神传》摒弃了废材职业，只采用三个强战职业——战、法、弓，以突出每个职业的地位和特色，不设置鸡肋角色。据悉，《魔神传》将推出百兆大小客户端，提升玩家体验。游戏预计将于今年暑期开启首次技术封测。成都苍穹在线为四川出版集团出资创建，旗下另款网游《铁血丹心》刚于近期开启公测。(秦小乐)更多游戏资讯欢迎查看：新浪游戏媒体之声>>/新浪游戏产业资讯>>更多精彩游戏专题欢迎查看：新浪游戏专题汇总>>	
超大液晶卖出震撼价创维55寸仅9999元创维55L09RF(参数图片论坛)液晶电视外观有别于其他产品的黑色设计，而是采用了银灰色边框，而且拥有全高清液晶面板和10Bit驱动技术，五一促销这款超大屏幕液晶电视售价仅为9999元，相当超值。编辑点评：创维55L09RF液晶电视采用了1080PIPS液晶面板，加入了10bit面板驱动技术，同时还能够支持网络视频播放，功能相当强大。而且55?液晶电视售价在万元以下也是十分少见，想要购买大屏幕电视的朋友应该考虑一下这款产品。	
